phone,calls_made,unique_b_parties,total_duration_s,calls_received,unique_a_parties,total_calls
+919798365469,0.0,0.0,0.0,6,6,6.0
+917538114226,0.0,0.0,0.0,6,6,6.0
+919563875472,0.0,0.0,0.0,6,6,6.0
+917024752525,0.0,0.0,0.0,6,6,6.0
+917498874285,0.0,0.0,0.0,6,6,6.0
+917213454063,0.0,0.0,0.0,6,6,6.0
+918834696237,0.0,0.0,0.0,6,6,6.0
+916537070502,0.0,0.0,0.0,6,6,6.0
+919989411586,0.0,0.0,0.0,6,6,6.0
+918423636331,0.0,0.0,0.0,6,2,6.0
+919493642391,0.0,0.0,0.0,6,2,6.0
+916063036689,0.0,0.0,0.0,6,6,6.0
+917460910462,0.0,0.0,0.0,6,5,6.0
+917148906970,0.0,0.0,0.0,6,4,6.0
+916051102777,0.0,0.0,0.0,6,6,6.0
+919560638129,0.0,0.0,0.0,6,6,6.0
+918378194310,0.0,0.0,0.0,6,6,6.0
+917109113987,0.0,0.0,0.0,6,6,6.0
+916488440155,0.0,0.0,0.0,6,6,6.0
+918857532683,0.0,0.0,0.0,6,6,6.0
+918473464703,0.0,0.0,0.0,6,6,6.0
+918152696958,0.0,0.0,0.0,6,6,6.0
+917163060210,0.0,0.0,0.0,6,6,6.0
+916483900124,0.0,0.0,0.0,6,6,6.0
+919889623208,0.0,0.0,0.0,6,6,6.0
+919272706450,0.0,0.0,0.0,6,5,6.0
+918947907959,0.0,0.0,0.0,6,6,6.0
+918944322075,0.0,0.0,0.0,6,6,6.0
+916629886601,0.0,0.0,0.0,6,6,6.0
+916040468189,0.0,0.0,0.0,6,6,6.0
+919217955580,0.0,0.0,0.0,6,6,6.0
+918504661973,0.0,0.0,0.0,6,6,6.0
+919757125754,0.0,0.0,0.0,6,6,6.0
+917753447973,0.0,0.0,0.0,6,6,6.0
+918357001324,0.0,0.0,0.0,6,6,6.0
+918541126009,0.0,0.0,0.0,6,1,6.0
+919204439281,0.0,0.0,0.0,6,6,6.0
+919400113389,0.0,0.0,0.0,6,6,6.0
+916991931543,0.0,0.0,0.0,6,6,6.0
+919970777665,0.0,0.0,0.0,5,5,5.0
+917141805347,0.0,0.0,0.0,5,5,5.0
+916251683597,0.0,0.0,0.0,5,5,5.0
+916858679572,0.0,0.0,0.0,5,5,5.0
+918662397515,0.0,0.0,0.0,5,4,5.0
+919325464946,0.0,0.0,0.0,5,5,5.0
+916026636170,0.0,0.0,0.0,5,5,5.0
+916274548142,0.0,0.0,0.0,5,2,5.0
+916243048618,0.0,0.0,0.0,5,4,5.0
+917091483306,0.0,0.0,0.0,5,5,5.0
+916238637220,0.0,0.0,0.0,5,5,5.0
+919282319992,0.0,0.0,0.0,5,5,5.0
+916877383773,0.0,0.0,0.0,5,5,5.0
+917940370977,0.0,0.0,0.0,5,5,5.0
+916039371881,0.0,0.0,0.0,5,5,5.0
+917320301703,0.0,0.0,0.0,5,5,5.0
+918395869589,0.0,0.0,0.0,5,5,5.0
+916264057123,0.0,0.0,0.0,5,5,5.0
+917334259384,0.0,0.0,0.0,5,5,5.0
+917148309002,0.0,0.0,0.0,5,5,5.0
+917960761476,0.0,0.0,0.0,5,5,5.0
+917324720455,0.0,0.0,0.0,5,5,5.0
+919823542835,0.0,0.0,0.0,5,5,5.0
+918277601183,0.0,0.0,0.0,5,5,5.0
+918304549573,0.0,0.0,0.0,5,5,5.0
+919453123344,0.0,0.0,0.0,5,5,5.0
+918411990231,0.0,0.0,0.0,5,5,5.0
+918281201711,0.0,0.0,0.0,5,5,5.0
+918272167758,0.0,0.0,0.0,5,5,5.0
+919299180262,0.0,0.0,0.0,5,5,5.0
+919131171253,0.0,0.0,0.0,5,5,5.0
+918414454824,0.0,0.0,0.0,5,5,5.0
+916272509099,0.0,0.0,0.0,5,5,5.0
+916021945487,0.0,0.0,0.0,5,5,5.0
+918433840404,0.0,0.0,0.0,5,5,5.0
+919320653828,0.0,0.0,0.0,5,5,5.0
+916256349769,0.0,0.0,0.0,5,5,5.0
+917751635900,0.0,0.0,0.0,5,5,5.0
+919280213259,0.0,0.0,0.0,5,5,5.0
+917760734687,0.0,0.0,0.0,5,5,5.0
+916944326928,0.0,0.0,0.0,5,5,5.0
+917258817977,0.0,0.0,0.0,5,2,5.0
+918324888909,0.0,0.0,0.0,5,5,5.0
+919237192803,0.0,0.0,0.0,5,5,5.0
+919235247980,0.0,0.0,0.0,5,5,5.0
+918569776676,0.0,0.0,0.0,5,5,5.0
+916152132509,0.0,0.0,0.0,5,5,5.0
+919227577886,0.0,0.0,0.0,5,5,5.0
+917771382588,0.0,0.0,0.0,5,5,5.0
+919219063474,0.0,0.0,0.0,5,5,5.0
+918334304474,0.0,0.0,0.0,5,5,5.0
+916940803048,0.0,0.0,0.0,5,5,5.0
+919732921554,0.0,0.0,0.0,5,5,5.0
+917013092360,0.0,0.0,0.0,5,2,5.0
+917872519129,0.0,0.0,0.0,5,5,5.0
+916958090172,0.0,0.0,0.0,5,5,5.0
+916118931689,0.0,0.0,0.0,5,5,5.0
+917753671615,0.0,0.0,0.0,5,5,5.0
+917227673312,0.0,0.0,0.0,5,5,5.0
+919635739577,0.0,0.0,0.0,5,5,5.0
+917231423052,0.0,0.0,0.0,5,5,5.0
+916135637680,0.0,0.0,0.0,5,5,5.0
+919240320925,0.0,0.0,0.0,5,4,5.0
+917206664801,0.0,0.0,0.0,5,5,5.0
+919155347672,0.0,0.0,0.0,5,5,5.0
+917727190946,0.0,0.0,0.0,5,5,5.0
+917797566972,0.0,0.0,0.0,5,5,5.0
+917071444495,0.0,0.0,0.0,5,5,5.0
+918615678604,0.0,0.0,0.0,5,5,5.0
+919808214595,0.0,0.0,0.0,5,5,5.0
+918467219529,0.0,0.0,0.0,5,3,5.0
+918544319889,0.0,0.0,0.0,5,5,5.0
+917065383181,0.0,0.0,0.0,5,5,5.0
+917063052603,0.0,0.0,0.0,5,5,5.0
+916903120321,0.0,0.0,0.0,5,5,5.0
+918472916207,0.0,0.0,0.0,5,5,5.0
+917730792803,0.0,0.0,0.0,5,5,5.0
+917778442564,0.0,0.0,0.0,5,5,5.0
+918590083710,0.0,0.0,0.0,5,5,5.0
+917905599898,0.0,0.0,0.0,5,5,5.0
+916923839906,0.0,0.0,0.0,5,5,5.0
+917794387237,0.0,0.0,0.0,5,5,5.0
+917053419898,0.0,0.0,0.0,5,1,5.0
+919975991591,0.0,0.0,0.0,5,4,5.0
+919977067399,0.0,0.0,0.0,5,5,5.0
+919746192566,0.0,0.0,0.0,5,5,5.0
+917847923720,0.0,0.0,0.0,5,5,5.0
+916170928044,0.0,0.0,0.0,5,5,5.0
+919529987500,0.0,0.0,0.0,5,5,5.0
+918918088839,0.0,0.0,0.0,5,5,5.0
+916287192514,0.0,0.0,0.0,5,5,5.0
+918788461983,0.0,0.0,0.0,5,5,5.0
+917419829241,0.0,0.0,0.0,5,5,5.0
+918153511156,0.0,0.0,0.0,5,5,5.0
+918067142009,0.0,0.0,0.0,5,5,5.0
+919703089496,0.0,0.0,0.0,5,5,5.0
+919041459238,0.0,0.0,0.0,5,5,5.0
+919854456029,0.0,0.0,0.0,5,1,5.0
+916391059089,0.0,0.0,0.0,5,4,5.0
+917605773182,0.0,0.0,0.0,5,5,5.0
+917404427896,0.0,0.0,0.0,5,5,5.0
+916719630557,0.0,0.0,0.0,5,5,5.0
+918877104377,0.0,0.0,0.0,5,5,5.0
+918951015239,0.0,0.0,0.0,5,5,5.0
+916362114057,0.0,0.0,0.0,5,5,5.0
+919392866294,0.0,0.0,0.0,5,5,5.0
+919062364197,0.0,0.0,0.0,5,5,5.0
+918882642519,0.0,0.0,0.0,5,5,5.0
+918747269563,0.0,0.0,0.0,5,5,5.0
+916741718302,0.0,0.0,0.0,5,5,5.0
+916742954323,0.0,0.0,0.0,5,5,5.0
+918744643581,0.0,0.0,0.0,5,5,5.0
+917473378167,0.0,0.0,0.0,5,5,5.0
+917137601590,0.0,0.0,0.0,5,5,5.0
+917476199744,0.0,0.0,0.0,5,5,5.0
+916749174324,0.0,0.0,0.0,5,5,5.0
+916752725528,0.0,0.0,0.0,5,5,5.0
+918030316022,0.0,0.0,0.0,5,5,5.0
+919860955380,0.0,0.0,0.0,5,5,5.0
+919572257574,0.0,0.0,0.0,5,5,5.0
+919693944323,0.0,0.0,0.0,5,5,5.0
+918178151660,0.0,0.0,0.0,5,5,5.0
+919548690470,0.0,0.0,0.0,5,5,5.0
+917441735555,0.0,0.0,0.0,5,5,5.0
+918989983181,0.0,0.0,0.0,5,5,5.0
+918998178553,0.0,0.0,0.0,5,5,5.0
+918820182048,0.0,0.0,0.0,5,5,5.0
+918044780253,0.0,0.0,0.0,5,5,5.0
+919581604607,0.0,0.0,0.0,5,5,5.0
+919415750503,0.0,0.0,0.0,5,5,5.0
+916651450890,0.0,0.0,0.0,5,5,5.0
+918983215829,0.0,0.0,0.0,5,2,5.0
+919386494005,0.0,0.0,0.0,5,5,5.0
+919017204392,0.0,0.0,0.0,5,3,5.0
+916460276084,0.0,0.0,0.0,5,5,5.0
+916657734174,0.0,0.0,0.0,5,5,5.0
+916666870775,0.0,0.0,0.0,5,5,5.0
+919671019255,0.0,0.0,0.0,5,5,5.0
+918841837704,0.0,0.0,0.0,5,5,5.0
+916670315238,0.0,0.0,0.0,5,5,5.0
+918058017802,0.0,0.0,0.0,5,5,5.0
+918962078044,0.0,0.0,0.0,5,5,5.0
+917579186347,0.0,0.0,0.0,5,4,5.0
+917430155320,0.0,0.0,0.0,5,5,5.0
+919885376768,0.0,0.0,0.0,5,5,5.0
+918162508346,0.0,0.0,0.0,5,5,5.0
+917387264472,0.0,0.0,0.0,5,5,5.0
+917568684476,0.0,0.0,0.0,5,5,5.0
+917978979555,0.0,0.0,0.0,5,5,5.0
+916549834996,0.0,0.0,0.0,5,5,5.0
+918729494024,0.0,0.0,0.0,5,5,5.0
+919845793530,0.0,0.0,0.0,5,5,5.0
+919114856934,0.0,0.0,0.0,5,5,5.0
+918230499666,0.0,0.0,0.0,5,5,5.0
+918893751506,0.0,0.0,0.0,5,5,5.0
+919559509660,0.0,0.0,0.0,5,5,5.0
+916524932547,0.0,0.0,0.0,5,5,5.0
+917522454814,0.0,0.0,0.0,5,5,5.0
+919711131585,0.0,0.0,0.0,5,5,5.0
+918911040277,0.0,0.0,0.0,5,5,5.0
+918923633194,0.0,0.0,0.0,5,5,5.0
+919107138588,0.0,0.0,0.0,5,5,5.0
+919719632023,0.0,0.0,0.0,5,4,5.0
+916509699746,0.0,0.0,0.0,5,5,5.0
+916306888390,0.0,0.0,0.0,5,2,5.0
+919835486496,0.0,0.0,0.0,5,5,5.0
+918099983418,0.0,0.0,0.0,5,5,5.0
+916302917072,0.0,0.0,0.0,5,5,5.0
+917624501066,0.0,0.0,0.0,5,5,5.0
+918223359661,0.0,0.0,0.0,5,5,5.0
+918913899894,0.0,0.0,0.0,5,5,5.0
+917351259150,0.0,0.0,0.0,5,5,5.0
+919437776120,0.0,0.0,0.0,5,5,5.0
+917510219904,0.0,0.0,0.0,5,2,5.0
+917622762480,0.0,0.0,0.0,5,5,5.0
+918674806506,0.0,0.0,0.0,5,5,5.0
+917972643828,0.0,0.0,0.0,5,5,5.0
+917380617083,0.0,0.0,0.0,5,5,5.0
+919085182362,0.0,0.0,0.0,5,5,5.0
+916812303670,0.0,0.0,0.0,5,5,5.0
+917350102232,0.0,0.0,0.0,5,5,5.0
+916805259008,0.0,0.0,0.0,5,5,5.0
+917526956701,0.0,0.0,0.0,5,5,5.0
+918222043275,0.0,0.0,0.0,5,5,5.0
+918739970797,0.0,0.0,0.0,5,5,5.0
+917806341663,0.0,0.0,0.0,4,4,4.0
+918365849113,0.0,0.0,0.0,4,4,4.0
+917451855844,0.0,0.0,0.0,4,4,4.0
+919743421427,0.0,0.0,0.0,4,4,4.0
+917506036432,0.0,0.0,0.0,4,4,4.0
+918363673009,0.0,0.0,0.0,4,4,4.0
+918102114862,0.0,0.0,0.0,4,4,4.0
+917851613107,0.0,0.0,0.0,4,4,4.0
+917817768108,0.0,0.0,0.0,4,4,4.0
+917557390716,0.0,0.0,0.0,4,4,4.0
+919550208912,0.0,0.0,0.0,4,4,4.0
+919668143495,0.0,0.0,0.0,4,4,4.0
+918051576575,0.0,0.0,0.0,4,4,4.0
+917559724754,0.0,0.0,0.0,4,4,4.0
+919742166789,0.0,0.0,0.0,4,4,4.0
+919564003834,0.0,0.0,0.0,4,4,4.0
+917212052018,0.0,0.0,0.0,4,4,4.0
+917213197656,0.0,0.0,0.0,4,4,4.0
+917449712268,0.0,0.0,0.0,4,4,4.0
+917777453925,0.0,0.0,0.0,4,4,4.0
+919757044032,0.0,0.0,0.0,4,4,4.0
+917784156244,0.0,0.0,0.0,4,4,4.0
+919498456260,0.0,0.0,0.0,4,4,4.0
+917455088373,0.0,0.0,0.0,4,4,4.0
+917827150982,0.0,0.0,0.0,4,4,4.0
+917176197519,0.0,0.0,0.0,4,4,4.0
+918081393022,0.0,0.0,0.0,4,4,4.0
+919500995108,0.0,0.0,0.0,4,4,4.0
+918048827375,0.0,0.0,0.0,4,4,4.0
+918392442416,0.0,0.0,0.0,4,4,4.0
+919559159127,0.0,0.0,0.0,4,4,4.0
+919557572589,0.0,0.0,0.0,4,4,4.0
+919626242363,0.0,0.0,0.0,4,4,4.0
+917819799294,0.0,0.0,0.0,4,4,4.0
+917162228880,0.0,0.0,0.0,4,1,4.0
+917171351320,0.0,0.0,0.0,4,4,4.0
+917800195600,0.0,0.0,0.0,4,4,4.0
+917475917879,0.0,0.0,0.0,4,4,4.0
+917166378764,0.0,0.0,0.0,4,4,4.0
+917180716885,0.0,0.0,0.0,4,4,4.0
+919751114387,0.0,0.0,0.0,4,4,4.0
+919561379259,0.0,0.0,0.0,4,4,4.0
+919683180110,0.0,0.0,0.0,4,4,4.0
+918167064179,0.0,0.0,0.0,4,4,4.0
+918163317105,0.0,0.0,0.0,4,3,4.0
+919568955990,0.0,0.0,0.0,4,4,4.0
+918376006509,0.0,0.0,0.0,4,4,4.0
+917821108760,0.0,0.0,0.0,4,4,4.0
+917149802258,0.0,0.0,0.0,4,4,4.0
+919556327304,0.0,0.0,0.0,4,4,4.0
+918389464528,0.0,0.0,0.0,4,4,4.0
+917494653382,0.0,0.0,0.0,4,4,4.0
+918151848106,0.0,0.0,0.0,4,4,4.0
+917182101180,0.0,0.0,0.0,4,4,4.0
+918078157963,0.0,0.0,0.0,4,3,4.0
+917796321918,0.0,0.0,0.0,4,4,4.0
+917490001580,0.0,0.0,0.0,4,4,4.0
+918082310123,0.0,0.0,0.0,4,4,4.0
+918189301884,0.0,0.0,0.0,4,4,4.0
+917766745279,0.0,0.0,0.0,4,4,4.0
+918308195547,0.0,0.0,0.0,4,4,4.0
+918010902530,0.0,0.0,0.0,4,4,4.0
+917618871507,0.0,0.0,0.0,4,4,4.0
+918296939232,0.0,0.0,0.0,4,4,4.0
+917711430577,0.0,0.0,0.0,4,4,4.0
+919731237540,0.0,0.0,0.0,4,4,4.0
+917721554466,0.0,0.0,0.0,4,4,4.0
+918304687659,0.0,0.0,0.0,4,4,4.0
+917389247278,0.0,0.0,0.0,4,4,4.0
+917722145943,0.0,0.0,0.0,4,4,4.0
+917725554210,0.0,0.0,0.0,4,4,4.0
+917944068280,0.0,0.0,0.0,4,4,4.0
+917726330502,0.0,0.0,0.0,4,4,4.0
+917391883307,0.0,0.0,0.0,4,4,4.0
+918220339060,0.0,0.0,0.0,4,4,4.0
+918316567067,0.0,0.0,0.0,4,4,4.0
+917616329773,0.0,0.0,0.0,4,4,4.0
+918316667508,0.0,0.0,0.0,4,4,4.0
+917735228327,0.0,0.0,0.0,4,4,4.0
+919614243960,0.0,0.0,0.0,4,4,4.0
+917908456799,0.0,0.0,0.0,4,4,4.0
+917378227401,0.0,0.0,0.0,4,4,4.0
+917691241700,0.0,0.0,0.0,4,4,4.0
+917900894150,0.0,0.0,0.0,4,4,4.0
+917362908668,0.0,0.0,0.0,4,4,4.0
+917967684585,0.0,0.0,0.0,4,4,4.0
+917509689514,0.0,0.0,0.0,4,4,4.0
+917973063222,0.0,0.0,0.0,4,4,4.0
+919602343408,0.0,0.0,0.0,4,4,4.0
+917974782070,0.0,0.0,0.0,4,4,4.0
+917352927749,0.0,0.0,0.0,4,4,4.0
+917677556130,0.0,0.0,0.0,4,4,4.0
+919531695551,0.0,0.0,0.0,4,4,4.0
+917324590515,0.0,0.0,0.0,4,4,4.0
+917364702206,0.0,0.0,0.0,4,4,4.0
+919602753833,0.0,0.0,0.0,4,4,4.0
+917364989461,0.0,0.0,0.0,4,4,4.0
+917958615558,0.0,0.0,0.0,4,4,4.0
+917319757394,0.0,0.0,0.0,4,4,4.0
+917684178541,0.0,0.0,0.0,4,4,4.0
+917645775770,0.0,0.0,0.0,4,4,4.0
+917989480482,0.0,0.0,0.0,4,4,4.0
+917952962157,0.0,0.0,0.0,4,4,4.0
+917637378003,0.0,0.0,0.0,4,4,4.0
+917995589103,0.0,0.0,0.0,4,4,4.0
+917609508166,0.0,0.0,0.0,4,4,4.0
+918216704388,0.0,0.0,0.0,4,4,4.0
+917220473463,0.0,0.0,0.0,4,4,4.0
+918185593169,0.0,0.0,0.0,4,4,4.0
+919738902688,0.0,0.0,0.0,4,4,4.0
+917967027996,0.0,0.0,0.0,4,4,4.0
+917239243219,0.0,0.0,0.0,4,4,4.0
+917752015275,0.0,0.0,0.0,4,4,4.0
+917237859346,0.0,0.0,0.0,4,3,4.0
+917237147883,0.0,0.0,0.0,4,4,4.0
+918348252093,0.0,0.0,0.0,4,4,4.0
+917753179330,0.0,0.0,0.0,4,4,4.0
+917753426952,0.0,0.0,0.0,4,4,4.0
+917576005901,0.0,0.0,0.0,4,4,4.0
+918339923379,0.0,0.0,0.0,4,4,4.0
+917231642615,0.0,0.0,0.0,4,4,4.0
+918184689406,0.0,0.0,0.0,4,4,4.0
+917439689609,0.0,0.0,0.0,4,4,4.0
+919620743265,0.0,0.0,0.0,4,4,4.0
+917440098049,0.0,0.0,0.0,4,4,4.0
+918361647016,0.0,0.0,0.0,4,4,4.0
+918361703964,0.0,0.0,0.0,4,4,4.0
+918182349236,0.0,0.0,0.0,4,4,4.0
+918179102239,0.0,0.0,0.0,4,4,4.0
+918341971448,0.0,0.0,0.0,4,4,4.0
+918041021674,0.0,0.0,0.0,4,4,4.0
+917271609347,0.0,0.0,0.0,4,4,4.0
+917886190580,0.0,0.0,0.0,4,4,4.0
+917605904600,0.0,0.0,0.0,4,4,4.0
+919522774558,0.0,0.0,0.0,4,4,4.0
+918321050706,0.0,0.0,0.0,4,4,4.0
+918202676415,0.0,0.0,0.0,4,4,4.0
+917260047517,0.0,0.0,0.0,4,4,4.0
+917893129866,0.0,0.0,0.0,4,4,4.0
+919732400080,0.0,0.0,0.0,4,4,4.0
+918200727074,0.0,0.0,0.0,4,4,4.0
+917888487762,0.0,0.0,0.0,4,4,4.0
+918326661054,0.0,0.0,0.0,4,4,4.0
+918335758268,0.0,0.0,0.0,4,4,4.0
+919583956984,0.0,0.0,0.0,4,4,4.0
+917427687700,0.0,0.0,0.0,4,4,4.0
+918036368939,0.0,0.0,0.0,4,4,4.0
+919544990837,0.0,0.0,0.0,4,4,4.0
+919666581682,0.0,0.0,0.0,4,4,4.0
+917582365422,0.0,0.0,0.0,4,4,4.0
+917248895740,0.0,0.0,0.0,4,4,4.0
+919702640276,0.0,0.0,0.0,4,4,4.0
+917248516532,0.0,0.0,0.0,4,4,4.0
+917138578225,0.0,0.0,0.0,4,4,4.0
+919326332184,0.0,0.0,0.0,4,4,4.0
+917137021326,0.0,0.0,0.0,4,4,4.0
+918988820842,0.0,0.0,0.0,4,4,4.0
+919907284129,0.0,0.0,0.0,4,4,4.0
+919902516504,0.0,0.0,0.0,4,4,4.0
+918895479022,0.0,0.0,0.0,4,4,4.0
+916552452114,0.0,0.0,0.0,4,4,4.0
+916554358902,0.0,0.0,0.0,4,4,4.0
+918893582939,0.0,0.0,0.0,4,4,4.0
+916559961368,0.0,0.0,0.0,4,4,4.0
+916564262253,0.0,0.0,0.0,4,4,4.0
+916564312242,0.0,0.0,0.0,4,4,4.0
+916565414804,0.0,0.0,0.0,4,4,4.0
+919400500954,0.0,0.0,0.0,4,4,4.0
+918884558921,0.0,0.0,0.0,4,4,4.0
+918880714915,0.0,0.0,0.0,4,4,4.0
+917132045449,0.0,0.0,0.0,4,4,4.0
+918869411973,0.0,0.0,0.0,4,4,4.0
+918869370529,0.0,0.0,0.0,4,4,4.0
+916602829839,0.0,0.0,0.0,4,4,4.0
+918906584012,0.0,0.0,0.0,4,4,4.0
+916527448425,0.0,0.0,0.0,4,4,4.0
+918907176852,0.0,0.0,0.0,4,4,4.0
+919918285570,0.0,0.0,0.0,4,4,4.0
+916455964977,0.0,0.0,0.0,4,4,4.0
+918965184670,0.0,0.0,0.0,4,4,4.0
+916468320889,0.0,0.0,0.0,4,4,4.0
+918958041503,0.0,0.0,0.0,4,4,4.0
+918955937060,0.0,0.0,0.0,4,4,4.0
+916469727399,0.0,0.0,0.0,4,4,4.0
+916481226553,0.0,0.0,0.0,4,4,4.0
+916487588327,0.0,0.0,0.0,4,4,4.0
+916526118058,0.0,0.0,0.0,4,4,4.0
+919397292346,0.0,0.0,0.0,4,4,4.0
+918929733996,0.0,0.0,0.0,4,4,4.0
+916503149484,0.0,0.0,0.0,4,4,4.0
+919912891858,0.0,0.0,0.0,4,4,4.0
+916508816006,0.0,0.0,0.0,4,4,4.0
+916510665427,0.0,0.0,0.0,4,4,4.0
+916514509675,0.0,0.0,0.0,4,4,4.0
+918842903748,0.0,0.0,0.0,4,4,4.0
+918842802162,0.0,0.0,0.0,4,4,4.0
+916615446891,0.0,0.0,0.0,4,4,4.0
+918723915336,0.0,0.0,0.0,4,4,4.0
+919849096720,0.0,0.0,0.0,4,4,4.0
+919847819441,0.0,0.0,0.0,4,4,4.0
+919846543263,0.0,0.0,0.0,4,4,4.0
+918737315550,0.0,0.0,0.0,4,4,4.0
+916763633996,0.0,0.0,0.0,4,4,4.0
+918724685026,0.0,0.0,0.0,4,4,4.0
+916774361507,0.0,0.0,0.0,4,4,4.0
+918716455802,0.0,0.0,0.0,4,4,4.0
+919851944629,0.0,0.0,0.0,4,4,4.0
+919845651416,0.0,0.0,0.0,4,4,4.0
+918706448277,0.0,0.0,0.0,4,4,4.0
+919442642783,0.0,0.0,0.0,4,4,4.0
+918697950011,0.0,0.0,0.0,4,4,4.0
+916794814873,0.0,0.0,0.0,4,4,4.0
+919835474452,0.0,0.0,0.0,4,4,4.0
+919447636948,0.0,0.0,0.0,4,4,4.0
+919851471459,0.0,0.0,0.0,4,4,4.0
+918770429564,0.0,0.0,0.0,4,3,4.0
+918837396328,0.0,0.0,0.0,4,4,4.0
+918801405360,0.0,0.0,0.0,4,4,4.0
+918826380438,0.0,0.0,0.0,4,4,4.0
+918818327909,0.0,0.0,0.0,4,4,4.0
+916641281865,0.0,0.0,0.0,4,4,4.0
+918808824333,0.0,0.0,0.0,4,4,4.0
+918805412835,0.0,0.0,0.0,4,4,4.0
+919868025317,0.0,0.0,0.0,4,4,4.0
+916661177534,0.0,0.0,0.0,4,4,4.0
+918795115863,0.0,0.0,0.0,4,4,4.0
+916709323441,0.0,0.0,0.0,4,4,4.0
+916683122954,0.0,0.0,0.0,4,3,4.0
+919862703107,0.0,0.0,0.0,4,4,4.0
+919431066179,0.0,0.0,0.0,4,4,4.0
+916698193426,0.0,0.0,0.0,4,4,4.0
+916698769826,0.0,0.0,0.0,4,4,4.0
+918781153734,0.0,0.0,0.0,4,4,4.0
+918770861716,0.0,0.0,0.0,4,4,4.0
+918977784561,0.0,0.0,0.0,4,4,4.0
+916442905575,0.0,0.0,0.0,4,4,4.0
+919833146978,0.0,0.0,0.0,4,4,4.0
+916439994777,0.0,0.0,0.0,4,4,4.0
+916130576058,0.0,0.0,0.0,4,4,4.0
+919981118515,0.0,0.0,0.0,4,4,4.0
+916160281402,0.0,0.0,0.0,4,4,4.0
+919183019867,0.0,0.0,0.0,4,4,4.0
+919181964221,0.0,0.0,0.0,4,4,4.0
+916174621788,0.0,0.0,0.0,4,4,4.0
+919975878272,0.0,0.0,0.0,4,4,4.0
+916194140543,0.0,0.0,0.0,4,4,4.0
+916194381130,0.0,0.0,0.0,4,4,4.0
+916208889072,0.0,0.0,0.0,4,4,4.0
+916219392204,0.0,0.0,0.0,4,4,4.0
+919152632814,0.0,0.0,0.0,4,4,4.0
+916227571921,0.0,0.0,0.0,4,4,4.0
+916237595070,0.0,0.0,0.0,4,4,4.0
+919969371745,0.0,0.0,0.0,4,4,4.0
+916250450296,0.0,0.0,0.0,4,4,4.0
+919141439361,0.0,0.0,0.0,4,4,4.0
+916129374089,0.0,0.0,0.0,4,4,4.0
+919200738235,0.0,0.0,0.0,4,4,4.0
+916124966810,0.0,0.0,0.0,4,4,4.0
+919337896164,0.0,0.0,0.0,4,4,4.0
+919313984091,0.0,0.0,0.0,4,4,4.0
+916019563659,0.0,0.0,0.0,4,4,4.0
+919295280795,0.0,0.0,0.0,4,4,4.0
+916029152977,0.0,0.0,0.0,4,4,4.0
+916043399382,0.0,0.0,0.0,4,4,4.0
+916044344696,0.0,0.0,0.0,4,4,4.0
+916045961134,0.0,0.0,0.0,4,4,4.0
+916054293007,0.0,0.0,0.0,4,4,4.0
+916121789511,0.0,0.0,0.0,4,4,4.0
+919340667002,0.0,0.0,0.0,4,4,4.0
+919253351106,0.0,0.0,0.0,4,4,4.0
+916074037430,0.0,0.0,0.0,4,4,4.0
+916089325363,0.0,0.0,0.0,4,4,4.0
+919236618754,0.0,0.0,0.0,4,4,4.0
+916117252366,0.0,0.0,0.0,4,4,4.0
+919200814550,0.0,0.0,0.0,4,4,4.0
+916251719953,0.0,0.0,0.0,4,4,4.0
+919141335180,0.0,0.0,0.0,4,4,4.0
+916252320668,0.0,0.0,0.0,4,4,4.0
+919944632626,0.0,0.0,0.0,4,4,4.0
+919960939201,0.0,0.0,0.0,4,4,4.0
+916357581481,0.0,0.0,0.0,4,4,4.0
+919059025419,0.0,0.0,0.0,4,4,4.0
+919058834113,0.0,0.0,0.0,4,4,4.0
+919044082114,0.0,0.0,0.0,4,4,4.0
+916398024624,0.0,0.0,0.0,4,4,4.0
+919033274264,0.0,0.0,0.0,4,4,4.0
+916410821244,0.0,0.0,0.0,4,4,4.0
+919074954159,0.0,0.0,0.0,4,4,4.0
+916416138596,0.0,0.0,0.0,4,4,4.0
+916416236920,0.0,0.0,0.0,4,4,4.0
+919025428437,0.0,0.0,0.0,4,4,4.0
+919017321384,0.0,0.0,0.0,4,4,4.0
+916428850016,0.0,0.0,0.0,4,4,4.0
+916431451306,0.0,0.0,0.0,4,4,4.0
+919379867897,0.0,0.0,0.0,4,4,4.0
+919064512269,0.0,0.0,0.0,4,4,4.0
+916330269676,0.0,0.0,0.0,4,4,4.0
+916261970818,0.0,0.0,0.0,4,4,4.0
+916293361089,0.0,0.0,0.0,4,4,4.0
+919359311187,0.0,0.0,0.0,4,4,4.0
+919131660699,0.0,0.0,0.0,4,4,4.0
+916271060135,0.0,0.0,0.0,4,4,4.0
+919129185045,0.0,0.0,0.0,4,4,4.0
+916276393455,0.0,0.0,0.0,4,4,4.0
+916289710166,0.0,0.0,0.0,4,4,4.0
+919359955447,0.0,0.0,0.0,4,4,4.0
+919360497056,0.0,0.0,0.0,4,4,4.0
+919962029772,0.0,0.0,0.0,4,4,4.0
+919117465543,0.0,0.0,0.0,4,4,4.0
+916306463163,0.0,0.0,0.0,4,1,4.0
+919104099628,0.0,0.0,0.0,4,4,4.0
+919102416674,0.0,0.0,0.0,4,4,4.0
