Transaction_ID,Date,Timestamp,Sender_Customer_ID,Sender_Customer_Name,Receiver_Account_Number,Transaction_Amount,ml_probability,risk_score,risk_band,reason_1,reason_2,reason_3,rules_fired,split,is_suspicious_gt
TXN250319OW0U28,2025-03-19,14:11:02,100000369,Rahul Nair,222193439333,79063.35,0.0151,1.4,LOW,transaction_amount (+1.47),customer_history_count (+0.61),caller_historical_frequency (+0.16),,test,0
TXN250316ZHAXE0,2025-03-16,21:42:44,100000251,Ananya Malhotra,670102075976,12123.92,0.0153,1.4,LOW,customer_history_count (+0.53),transaction_hour (+0.48),caller_historical_frequency (+0.43),,test,0
TXN2503273BBFV9,2025-03-27,06:14:57,100000194,Divya Iyer,128042145101,12549.76,0.0147,1.4,LOW,transaction_hour (+0.85),destination_ip_novelty (+0.08),destination_port_novelty (+0.06),,test,0
TXN250208UHA2RR,2025-02-08,09:29:12,100000253,Ishaan Menon,634748596274,4049.59,0.0151,1.4,LOW,amount_vs_customer_median (+0.32),txn_count_previous_10m (+0.11),destination_ip_novelty (+0.08),,train,0
ATM2503282EPITC,2025-03-28,13:34:15,100000380,Rohan Banerjee,867794461876,36784.29,0.0154,1.4,LOW,caller_historical_frequency (+0.43),customer_history_count (+0.32),destination_port_novelty (+0.07),,test,0
ATM250216M3RFMO,2025-02-16,20:19:26,100000184,Ananya Nair,766656500995,9649.08,0.0152,1.4,LOW,caller_historical_frequency (+0.40),transaction_hour (+0.14),destination_ip_novelty (+0.09),,train,0
TXN250331BXSN3L,2025-03-31,13:04:53,100000107,Arjun Varghese,839886650378,12836.32,0.0151,1.4,LOW,customer_history_count (+0.79),caller_historical_frequency (+0.32),session_duration_deviation (+0.10),,test,0
ATM250306064NMM,2025-03-06,13:08:56,100000200,Ishaan Chauhan,738215830941,26888.58,0.0148,1.4,LOW,customer_history_count (+0.75),caller_historical_frequency (+0.11),destination_port_novelty (+0.08),,val,1
ATM250121TTZITW,2025-01-21,06:01:18,100000299,Rohan Rathod,687717817374,11389.43,0.0148,1.4,LOW,transaction_hour (+0.88),destination_port_novelty (+0.08),destination_ip_novelty (+0.07),,train,0
TXN250101PZ4QC0,2025-01-01,14:02:31,100000152,Manish Kulkarni,687717817374,9114.13,0.0146,1.4,LOW,receiver_historical_count (+2.33),receiver_seen_before (+0.06),cell_novelty (+0.06),,train,0
TXN250126BQB8SJ,2025-01-26,14:13:34,100000358,Niraj Agarwal,413749078919,24918.21,0.0145,1.4,LOW,caller_historical_frequency (+0.78),roaming_change (+0.24),receiver_frequency (+0.20),,train,0
ATM250304T3D7KH,2025-03-04,22:25:59,100000191,Arjun Banerjee,403959508779,5531.0,0.0148,1.4,LOW,transaction_hour (+0.64),amount_vs_customer_median (+0.46),customer_history_count (+0.41),,val,0
ATM2501167RZCGU,2025-01-16,07:28:47,100000052,Ishaan Reddy,579822295496,2147.17,0.0146,1.4,LOW,amount_vs_customer_median (+0.18),destination_port_novelty (+0.10),destination_ip_novelty (+0.08),,train,0
ATM2502213CCG81,2025-02-21,20:12:16,100000133,Vikram Sharma,350054097599,2717.78,0.0144,1.4,LOW,transaction_hour (+0.33),session_duration_deviation (+0.15),receiver_frequency (+0.09),,train,0
ATM25010533F57V,2025-01-05,12:55:26,100000364,Niraj Iyer,775858000572,113366.5,0.0152,1.4,LOW,transaction_amount (+1.64),receiver_historical_count (+0.78),imei_novelty (+0.77),,train,0
TXN250115664ULL,2025-01-15,18:33:32,100000007,Kavya Agarwal,766656500995,10741.23,0.0146,1.4,LOW,session_duration_deviation (+1.21),receiver_historical_count (+0.09),destination_port_novelty (+0.08),,train,0
TXN250202X1P4SR,2025-02-02,15:31:20,100000297,Ananya Chauhan,436444218036,23016.72,0.0145,1.4,LOW,txn_count_previous_1h (+1.60),txn_count_previous_2h (+0.26),txn_count_previous_6h (+0.23),,train,0
ATM2502193YG6HN,2025-02-19,15:27:46,100000212,Rahul Menon,592519973074,20745.19,0.0145,1.4,LOW,max_call_duration_30m (+0.71),total_call_duration_30m (+0.43),caller_historical_frequency (+0.15),,train,0
TXN250101TPLNGV,2025-01-01,16:37:30,100000046,Ananya Iyer,270458323156,3528.85,0.015,1.4,LOW,receiver_historical_count (+1.78),imei_novelty (+0.95),cdr_imsi_imei_pair_novelty (+0.25),,train,0
TXN250122HSCLG3,2025-01-22,17:37:37,100000287,Priya Chauhan,832365970325,8788.35,0.015,1.4,LOW,txn_count_previous_1h (+1.44),txn_count_previous_2h (+0.42),receiver_frequency (+0.42),,train,0
TXN2502116QQY24,2025-02-11,20:11:29,100000199,Divya Malhotra,913928212315,9063.29,0.0147,1.4,LOW,transaction_hour (+0.43),customer_history_count (+0.37),nearest_call_before_seconds (+0.21),,train,0
ATM250314D8PSSJ,2025-03-14,16:51:31,100000064,Meera Pandey,998022857870,51203.04,0.0152,1.4,LOW,customer_history_count (+0.48),caller_historical_frequency (+0.15),destination_ip_novelty (+0.09),,test,0
TXN250328FKT09C,2025-03-28,20:46:10,100000029,Ananya Joshi,564597447314,5543.9,0.0152,1.4,LOW,customer_history_count (+0.45),amount_vs_customer_median (+0.25),transaction_hour (+0.19),,test,0
TXN250204UIO1PM,2025-02-04,17:21:37,100000387,Sneha Malhotra,781333205332,8690.54,0.0147,1.4,LOW,nearest_session_before_seconds (+1.33),customer_history_count (+0.43),caller_historical_frequency (+0.14),,train,0
ATM250221M5CL63,2025-02-21,12:02:54,100000399,Aditya Reddy,364911456494,37746.12,0.0151,1.4,LOW,customer_history_count (+0.59),caller_historical_frequency (+0.56),destination_ip_novelty (+0.08),,train,0
TXN250330F8C5SC,2025-03-30,08:27:14,100000308,Ishaan Reddy,852209437054,21304.18,0.015,1.4,LOW,customer_history_count (+0.48),caller_historical_frequency (+0.40),roaming_change (+0.36),,test,0
ATM250101UFZCGQ,2025-01-01,18:18:08,100000376,Kavya Nair,824669129522,5016.12,0.0149,1.4,LOW,receiver_historical_count (+1.26),imei_novelty (+1.21),cdr_imsi_imei_pair_novelty (+0.35),,train,0
ATM2503288W4AU5,2025-03-28,05:14:09,100000335,Rahul Malhotra,376301205794,9984.02,0.0151,1.4,LOW,transaction_hour (+1.23),customer_history_count (+0.52),amount_percentile (+0.24),ODD_HOUR,test,0
ATM250124GLHG77,2025-01-24,08:31:24,100000213,Ananya Nair,640816967284,10011.91,0.0146,1.4,LOW,receiver_frequency (+0.21),amount_percentile (+0.19),amount_vs_customer_median (+0.18),,train,0
ATM250222WB1H91,2025-02-22,17:15:35,100000397,Kaushik Reddy,320788359523,65107.07,0.0149,1.4,LOW,customer_history_count (+0.67),transaction_amount (+0.53),caller_historical_frequency (+0.47),,train,0
TXN250114RYR3ZX,2025-01-14,05:31:09,100000042,Kavya Agarwal,927801690616,11912.25,0.0148,1.4,LOW,transaction_hour (+1.26),nearest_session_before_seconds (+0.35),destination_port_novelty (+0.08),ODD_HOUR,train,0
TXN250322RPMR6R,2025-03-22,11:29:19,100000012,Kavya Sharma,903496834489,48374.74,0.0146,1.4,LOW,caller_historical_frequency (+0.61),destination_ip_novelty (+0.07),destination_port_novelty (+0.07),,test,0
ATM25012432UWN2,2025-01-24,09:46:37,100000199,Divya Malhotra,975592383253,8237.15,0.0144,1.4,LOW,nearest_session_before_seconds (+1.10),caller_historical_frequency (+0.22),destination_port_novelty (+0.11),,train,0
TXN2503141FSNG1,2025-03-14,15:34:44,100000358,Niraj Agarwal,596091572248,42760.96,0.0151,1.4,LOW,session_duration_deviation (+1.63),caller_historical_frequency (+0.14),time_since_previous_transaction (+0.10),,test,0
TXN250301YKS36O,2025-03-01,20:54:01,100000201,Manish Menon,348064429384,5873.64,0.0149,1.4,LOW,customer_history_count (+0.39),caller_historical_frequency (+0.25),amount_vs_customer_median (+0.17),,val,0
TXN250314DFK02N,2025-03-14,10:32:24,100000287,Priya Chauhan,471425290978,77502.31,0.0146,1.4,LOW,transaction_amount (+1.37),caller_historical_frequency (+0.43),customer_history_count (+0.34),,test,0
ATM250219DVUEDY,2025-02-19,23:09:15,100000312,Niraj Joshi,581758196839,4894.76,0.015,1.4,LOW,customer_history_count (+0.71),transaction_hour (+0.52),caller_historical_frequency (+0.15),,train,0
TXN250102ML4TKV,2025-01-02,08:57:14,100000087,Aditya Bose,934650547896,29231.65,0.0145,1.4,LOW,receiver_historical_count (+2.10),receiver_seen_before (+0.08),nearest_session_before_seconds (+0.05),,train,0
TXN250323HYJECR,2025-03-23,20:10:41,100000322,Priya Kulkarni,260338985437,7850.26,0.015,1.4,LOW,session_duration_deviation (+0.81),customer_history_count (+0.32),transaction_hour (+0.22),,test,0
TXN25030802H4FL,2025-03-08,18:06:55,100000081,Meera Kulkarni,970098780030,5432.51,0.0145,1.4,LOW,customer_history_count (+0.90),amount_vs_customer_median (+0.21),hour_rarity (+0.18),,val,0
TXN2502051VLKTE,2025-02-05,20:23:47,100000219,Manish Agarwal,823487728845,32215.79,0.0148,1.4,LOW,customer_history_count (+0.54),caller_historical_frequency (+0.21),destination_ip_novelty (+0.08),,train,0
ATM250323VAEG6G,2025-03-23,16:49:42,100000173,Kavya Pandey,348639897373,15523.19,0.0147,1.4,LOW,customer_history_count (+0.53),caller_historical_frequency (+0.53),nearest_call_before_seconds (+0.10),,test,0
ATM250126J7ZTK3,2025-01-26,08:01:08,100000353,Meera Banerjee,683174062883,6530.32,0.0154,1.4,LOW,amount_vs_customer_median (+0.23),receiver_historical_count (+0.16),destination_port_novelty (+0.13),,train,0
ATM2503267VIEIX,2025-03-26,05:20:14,100000206,Rahul Iyer,782233112433,24119.88,0.0146,1.4,LOW,transaction_hour (+1.20),destination_port_novelty (+0.09),destination_ip_novelty (+0.08),ODD_HOUR,test,0
TXN250204AWKTHP,2025-02-04,20:12:43,100000036,Sneha Chauhan,271160310900,27898.28,0.0152,1.4,LOW,caller_historical_frequency (+0.35),customer_history_count (+0.15),destination_ip_novelty (+0.09),,train,0
TXN250222FKOLLC,2025-02-22,11:42:15,100000281,Ananya Agarwal,403959508779,14988.42,0.0146,1.4,LOW,caller_historical_frequency (+0.46),nearest_call_before_seconds (+0.15),calls_previous_30m (+0.14),,train,0
ATM250307YJ01SY,2025-03-07,14:33:42,100000142,Aditya Varghese,956031605792,4635.4,0.015,1.4,LOW,customer_history_count (+0.82),amount_vs_customer_median (+0.33),destination_ip_novelty (+0.10),,val,0
TXN250104LVEOFB,2025-01-04,13:04:00,100000314,Kaushik Banerjee,587296118271,10175.38,0.0148,1.4,LOW,imei_novelty (+1.49),cdr_imsi_imei_pair_novelty (+0.41),hour_rarity (+0.20),,train,0
ATM250327S1UJA1,2025-03-27,19:32:50,100000130,Priya Chauhan,236981961493,5702.73,0.0148,1.4,LOW,customer_history_count (+0.14),nearest_call_before_seconds (+0.12),destination_ip_novelty (+0.08),,test,0
TXN250311ED3ZOX,2025-03-11,14:37:09,100000125,Priya Sharma,526048770122,72180.75,0.0154,1.4,LOW,transaction_amount (+1.41),customer_history_count (+0.65),caller_historical_frequency (+0.15),,test,0
ATM2502038YYUQQ,2025-02-03,12:56:49,100000145,Sneha Pandey,191786884042,105148.45,0.0146,1.4,LOW,txn_count_previous_1h (+1.23),transaction_amount (+0.92),txn_rate_acceleration (+0.59),,train,0
TXN25012360I4K8,2025-01-23,11:41:28,100000077,Kaushik Pandey,409947002610,4318.78,0.0146,1.4,LOW,receiver_frequency (+0.40),amount_percentile (+0.34),amount_vs_customer_median (+0.30),,train,0
TXN250107B9F0W1,2025-01-07,19:50:02,100000025,Arjun Varghese,527174909207,63378.0,0.0146,1.4,LOW,imei_novelty (+1.31),cdr_imsi_imei_pair_novelty (+0.27),receiver_frequency (+0.20),,train,0
TXN250114DDA7ZQ,2025-01-14,06:44:30,100000262,Aditya Pandey,934676997354,146766.85,0.0146,1.4,LOW,transaction_amount (+1.36),txn_count_previous_1h (+0.76),txn_rate_acceleration (+0.48),,train,0
TXN250219OKX0AP,2025-02-19,21:09:00,100000042,Kavya Agarwal,242849205698,26581.08,0.0154,1.4,LOW,customer_history_count (+0.20),transaction_hour (+0.14),receiver_frequency (+0.14),,train,0
TXN250106O60BK5,2025-01-06,19:12:38,100000144,Divya Kulkarni,394102653485,8154.48,0.0149,1.4,LOW,imei_novelty (+1.19),caller_historical_frequency (+0.28),cdr_imsi_imei_pair_novelty (+0.25),,train,0
TXN2503204M35JB,2025-03-20,20:05:36,100000290,Rahul Gupta,271330853504,5083.91,0.0148,1.4,LOW,customer_history_count (+0.57),transaction_hour (+0.49),amount_vs_customer_median (+0.26),,test,0
ATM250301708R7O,2025-03-01,11:55:03,100000190,Arjun Menon,670102075976,126757.54,0.0151,1.4,LOW,transaction_amount (+2.35),customer_history_count (+0.63),destination_port_novelty (+0.07),,val,0
TXN250112236ZPA,2025-01-12,07:19:40,100000174,Kavya Pandey,998022857870,29564.95,0.0151,1.4,LOW,receiver_historical_count (+0.80),destination_ip_novelty (+0.08),receiver_seen_before (+0.07),,train,0
TXN2502210690VH,2025-02-21,21:28:34,100000397,Kaushik Reddy,585665142462,26094.99,0.015,1.4,LOW,customer_history_count (+0.79),hour_rarity (+0.21),transaction_hour (+0.13),,train,0
TXN2501241SNICL,2025-01-24,22:44:21,100000387,Sneha Malhotra,763273294044,13288.1,0.0154,1.4,LOW,receiver_frequency (+0.23),amount_percentile (+0.19),customer_history_count (+0.19),,train,0
TXN250125UZJBN4,2025-01-25,20:33:15,100000243,Arjun Reddy,548551039966,14325.38,0.0149,1.4,LOW,caller_historical_frequency (+0.63),nearest_session_before_seconds (+0.19),amount_percentile (+0.12),,train,0
TXN2502248O1R5E,2025-02-24,06:58:37,100000338,Kaushik Joshi,665546796153,5727.92,0.0146,1.4,LOW,transaction_hour (+0.77),amount_vs_customer_median (+0.44),destination_ip_novelty (+0.10),,val,0
TXN250204S2AB71,2025-02-04,06:46:04,100000086,Niraj Iyer,580385251065,11445.12,0.0152,1.4,LOW,transaction_hour (+0.86),destination_ip_novelty (+0.07),cell_novelty (+0.07),,train,0
TXN250204YJW1C6,2025-02-04,05:01:54,100000076,Ishaan Kulkarni,116316161482,13343.04,0.0154,1.4,LOW,transaction_hour (+1.29),hour_rarity (+0.14),destination_port_novelty (+0.09),ODD_HOUR,train,0
TXN250105RPXRUT,2025-01-05,21:56:35,100000340,Arjun Kulkarni,421495740022,19254.75,0.0154,1.4,LOW,receiver_historical_count (+1.08),imei_novelty (+0.88),cdr_imsi_imei_pair_novelty (+0.20),,train,0
ATM250212TU8LQJ,2025-02-12,11:01:11,100000304,Vikram Agarwal,504485753667,97784.92,0.0153,1.4,LOW,transaction_amount (+1.70),roaming_change (+0.17),destination_ip_novelty (+0.07),,train,0
ATM250331TQ4ADS,2025-03-31,20:48:14,100000150,Sneha Menon,882255728359,4958.08,0.0145,1.4,LOW,customer_history_count (+0.54),amount_vs_customer_median (+0.30),transaction_hour (+0.28),,test,0
TXN250108G68IEM,2025-01-08,17:54:03,100000055,Rohan Bose,259060969500,42329.03,0.0153,1.4,LOW,txn_count_previous_1h (+2.09),session_duration_deviation (+0.61),txn_count_previous_2h (+0.57),,train,0
ATM250314OXAQ6M,2025-03-14,07:09:23,100000186,Sarthak Joshi,664288096071,14131.93,0.0145,1.4,LOW,caller_historical_frequency (+0.46),customer_history_count (+0.44),destination_ip_novelty (+0.08),,test,0
TXN250117IRVEPM,2025-01-17,20:45:23,100000105,Rahul Reddy,377444832313,11005.97,0.0146,1.4,LOW,amount_percentile (+0.17),txn_rate_acceleration (+0.13),txn_velocity_vs_customer_norm (+0.12),,train,0
TXN250221XBDAE3,2025-02-21,21:20:48,100000291,Aditya Menon,270298631872,9378.93,0.0147,1.4,LOW,roaming_change (+0.35),transaction_hour (+0.34),customer_history_count (+0.09),,train,0
TXN250320D58LU9,2025-03-20,17:16:55,100000186,Sarthak Joshi,664288096071,17063.21,0.0146,1.4,LOW,nearest_session_before_seconds (+1.32),customer_history_count (+0.36),receiver_frequency (+0.11),,test,0
TXN250320KZTSGK,2025-03-20,17:56:10,100000083,Sneha Menon,775764849956,69557.6,0.0149,1.4,LOW,transaction_amount (+0.98),customer_history_count (+0.61),caller_historical_frequency (+0.19),,test,0
TXN250221O6S16X,2025-02-21,05:37:09,100000293,Ishaan Gupta,271330853504,8507.17,0.0147,1.4,LOW,transaction_hour (+1.19),customer_history_count (+0.52),destination_port_novelty (+0.09),ODD_HOUR,train,0
TXN250221WBKKQ9,2025-02-21,11:14:07,100000106,Rahul Bose,394102653485,36349.93,0.015,1.4,LOW,customer_history_count (+0.77),caller_historical_frequency (+0.09),destination_port_novelty (+0.07),,train,0
ATM250107551JKA,2025-01-07,04:02:48,100000060,Manish Joshi,396027535930,4011.79,0.0148,1.4,LOW,transaction_hour (+2.12),imei_novelty (+0.79),cdr_imsi_imei_pair_novelty (+0.20),ODD_HOUR,train,0
TXN250203I664LW,2025-02-03,22:32:57,100000216,Niraj Varghese,837131360309,10079.54,0.0144,1.4,LOW,transaction_hour (+0.41),caller_historical_frequency (+0.23),destination_ip_novelty (+0.09),,train,0
TXN2503054XL6L4,2025-03-05,10:17:44,100000262,Aditya Pandey,949534263533,45763.97,0.0154,1.4,LOW,max_call_duration_30m (+0.56),total_call_duration_30m (+0.19),customer_history_count (+0.17),,val,0
ATM250123Z8ETVA,2025-01-23,06:06:13,100000319,Rahul Chauhan,602444120535,17350.57,0.0147,1.4,LOW,transaction_hour (+0.84),destination_port_novelty (+0.09),destination_ip_novelty (+0.07),,train,0
ATM2501086KJCZD,2025-01-08,19:48:02,100000064,Meera Pandey,352646169136,34301.92,0.0152,1.4,LOW,caller_historical_frequency (+0.45),destination_port_novelty (+0.09),caller_novelty (+0.09),,train,0
TXN250108E5DHFR,2025-01-08,06:45:30,100000397,Kaushik Reddy,320788359523,7098.84,0.0151,1.4,LOW,transaction_hour (+0.71),amount_percentile (+0.23),cell_novelty (+0.05),,train,0
ATM250301EQAE07,2025-03-01,13:31:58,100000041,Rahul Sharma,188656467760,21117.23,0.0147,1.4,LOW,nearest_session_before_seconds (+1.44),time_since_previous_transaction (+0.13),customer_history_count (+0.13),,val,0
ATM250102UD6WOJ,2025-01-02,13:16:28,100000124,Sneha Iyer,244575689172,17461.0,0.0153,1.4,LOW,receiver_historical_count (+1.64),imei_novelty (+1.01),cdr_imsi_imei_pair_novelty (+0.26),,train,0
TXN250123PD8MTZ,2025-01-23,12:21:14,100000186,Sarthak Joshi,180556835677,75914.08,0.0154,1.4,LOW,transaction_amount (+1.24),destination_port_novelty (+0.05),cell_novelty (+0.05),,train,0
ATM250223Q65JK4,2025-02-23,06:50:40,100000182,Ananya Rathod,403182298235,9813.78,0.0154,1.4,LOW,transaction_hour (+0.86),receiver_frequency (+0.29),destination_ip_novelty (+0.09),,train,0
ATM250106E3L5UT,2025-01-06,12:28:44,100000258,Sarthak Rathod,659649191287,28175.13,0.0153,1.4,LOW,imei_novelty (+1.40),session_duration_deviation (+1.09),receiver_frequency (+0.27),,train,0
ATM250123TAVGSH,2025-01-23,07:10:08,100000124,Sneha Iyer,576863450767,24024.62,0.015,1.4,LOW,caller_historical_frequency (+0.43),receiver_frequency (+0.25),customer_history_count (+0.12),,train,0
ATM250125KNWA2P,2025-01-25,17:42:39,100000020,Vikram Banerjee,685821056277,13625.97,0.0151,1.4,LOW,session_duration_deviation (+1.05),caller_historical_frequency (+0.51),customer_history_count (+0.12),,train,0
ATM25032573SEYA,2025-03-25,14:39:12,100000089,Sneha Chauhan,835880721503,16943.03,0.0149,1.4,LOW,session_duration_deviation (+1.30),receiver_frequency (+0.20),caller_historical_frequency (+0.16),,test,0
TXN250320QFNL8J,2025-03-20,10:57:41,100000361,Manish Bose,183101082855,19343.42,0.0149,1.4,LOW,customer_history_count (+0.42),destination_ip_novelty (+0.08),amount_vs_customer_median (+0.07),,test,0
ATM250206U79OBM,2025-02-06,14:54:43,100000297,Ananya Chauhan,436444218036,3219.2,0.015,1.4,LOW,customer_history_count (+0.60),receiver_frequency (+0.40),amount_vs_customer_median (+0.37),,train,0
TXN250314JAMUSA,2025-03-14,18:15:51,100000328,Sarthak Reddy,628578141248,22511.14,0.0151,1.4,LOW,customer_history_count (+0.73),hour_rarity (+0.12),destination_port_novelty (+0.09),,test,0
ATM250326ORA01J,2025-03-26,06:45:30,100000093,Meera Chauhan,126265790915,26351.62,0.0146,1.4,LOW,transaction_hour (+0.75),customer_history_count (+0.52),amount_percentile (+0.17),,test,0
ATM250106KX1QEA,2025-01-06,09:58:23,100000323,Manish Rathod,215483308704,18621.13,0.0145,1.4,LOW,imei_novelty (+1.59),cdr_imsi_imei_pair_novelty (+0.36),amount_percentile (+0.04),,train,0
ATM250321TEADYZ,2025-03-21,14:10:50,100000013,Rahul Agarwal,814899952889,45709.56,0.0153,1.4,LOW,caller_historical_frequency (+0.62),customer_history_count (+0.44),destination_ip_novelty (+0.07),,test,0
TXN250308294Y13,2025-03-08,23:09:40,100000339,Divya Banerjee,628598563035,36991.86,0.0153,1.4,LOW,customer_history_count (+0.54),transaction_hour (+0.33),hour_rarity (+0.24),,val,0
TXN250107BPKTCW,2025-01-07,21:05:57,100000290,Rahul Gupta,346953510698,4335.05,0.0155,1.4,LOW,imei_novelty (+1.20),transaction_hour (+0.36),cdr_imsi_imei_pair_novelty (+0.29),,train,0
TXN250328JK1ZRB,2025-03-28,18:54:31,100000144,Divya Kulkarni,825690222480,33930.66,0.0147,1.4,LOW,customer_history_count (+0.57),hour_rarity (+0.18),destination_ip_novelty (+0.08),,test,0
ATM250205O9LNJA,2025-02-05,15:11:15,100000121,Arjun Agarwal,839886650378,5698.0,0.0153,1.4,LOW,total_call_duration_30m (+0.73),max_call_duration_30m (+0.68),amount_vs_customer_median (+0.22),,train,0
TXN250127Z62WIU,2025-01-27,11:28:44,100000118,Kaushik Reddy,782233112433,18218.34,0.0151,1.4,LOW,session_duration_deviation (+1.18),caller_historical_frequency (+0.59),destination_ip_novelty (+0.07),,train,0
TXN2502228Z23VS,2025-02-22,22:12:33,100000021,Ishaan Joshi,548551039966,16850.7,0.0151,1.4,LOW,customer_history_count (+0.68),hour_rarity (+0.17),caller_historical_frequency (+0.15),,train,0
TXN250102COQWNS,2025-01-02,14:54:09,100000389,Sarthak Pandey,395672360379,11849.0,0.0146,1.4,LOW,receiver_historical_count (+0.81),nearest_session_before_seconds (+0.18),receiver_seen_before (+0.07),,train,0
TXN250331D6D04U,2025-03-31,21:23:28,100000146,Rohan Nair,933634271229,3308.9,0.0147,1.4,LOW,customer_history_count (+0.66),roaming_change (+0.33),transaction_hour (+0.25),,test,0
TXN250204YAYERI,2025-02-04,07:33:03,100000226,Rahul Iyer,271330853504,17171.95,0.0153,1.4,LOW,caller_historical_frequency (+0.42),customer_history_count (+0.41),receiver_frequency (+0.25),,train,0
TXN250222YHDF61,2025-02-22,22:43:40,100000113,Ananya Kulkarni,867794461876,11506.55,0.0151,1.4,LOW,transaction_hour (+0.29),amount_vs_customer_median (+0.18),customer_history_count (+0.17),,train,0
TXN250211189A84,2025-02-11,23:08:50,100000118,Kaushik Reddy,581288947375,23586.57,0.0154,1.4,LOW,transaction_hour (+0.36),caller_historical_frequency (+0.22),time_since_previous_transaction (+0.17),,train,0
ATM250126BYBBHS,2025-01-26,11:31:36,100000093,Meera Chauhan,775858000572,5798.95,0.0149,1.4,LOW,session_duration_deviation (+1.04),amount_percentile (+0.19),amount_vs_customer_median (+0.08),,train,0
TXN2503085906UL,2025-03-08,07:38:45,100000304,Vikram Agarwal,398684976957,6390.68,0.0154,1.4,LOW,caller_historical_frequency (+0.28),amount_vs_customer_median (+0.24),customer_history_count (+0.19),,val,0
TXN250223SCJ0SO,2025-02-23,17:48:15,100000287,Priya Chauhan,590378135716,7954.95,0.0152,1.4,LOW,customer_history_count (+0.73),amount_vs_customer_median (+0.20),caller_historical_frequency (+0.11),,train,0
TXN250106XXLC26,2025-01-06,11:24:31,100000199,Divya Malhotra,600247402993,27574.85,0.0134,1.3,LOW,imei_novelty (+1.10),cdr_imsi_imei_pair_novelty (+0.18),total_call_duration_30m (+0.16),,train,0
ATM250314CQ896S,2025-03-14,23:08:19,100000290,Rahul Gupta,346953510698,3664.06,0.014,1.3,LOW,customer_history_count (+0.59),transaction_hour (+0.51),amount_vs_customer_median (+0.16),,test,0
TXN250124Z0S2R4,2025-01-24,08:07:56,100000087,Aditya Bose,706483212404,14256.26,0.014,1.3,LOW,receiver_historical_count (+1.00),amount_vs_customer_median (+0.12),destination_port_novelty (+0.11),,train,0
ATM250221C0BG8C,2025-02-21,19:22:30,100000367,Ishaan Reddy,933634271229,34392.0,0.014,1.3,LOW,time_since_previous_transaction (+0.19),destination_port_novelty (+0.07),destination_ip_novelty (+0.07),,train,0
TXN250310WRDZ3N,2025-03-10,06:42:41,100000153,Aditya Iyer,879454067994,6696.8,0.0139,1.3,LOW,transaction_hour (+0.63),customer_history_count (+0.40),destination_ip_novelty (+0.08),,test,0
TXN250107PVNN9G,2025-01-07,19:38:02,100000025,Arjun Varghese,527174909207,75619.52,0.0139,1.3,LOW,imei_novelty (+1.14),transaction_amount (+0.62),cdr_imsi_imei_pair_novelty (+0.22),,train,0
ATM250215BTLVCT,2025-02-15,14:50:18,100000059,Arjun Rathod,480043575237,7037.8,0.0142,1.3,LOW,customer_history_count (+0.57),receiver_seen_before (+0.10),txn_count_previous_10m (+0.09),,train,0
TXN2503285Q4WF0,2025-03-28,12:11:46,100000113,Ananya Kulkarni,867794461876,51834.04,0.0143,1.3,LOW,total_call_duration_30m (+0.83),max_call_duration_30m (+0.65),calls_previous_30m (+0.09),,test,0
TXN250225E6OHAS,2025-02-25,18:04:17,100000219,Manish Agarwal,395672360379,6616.21,0.0136,1.3,LOW,customer_history_count (+0.52),hour_rarity (+0.11),destination_ip_novelty (+0.09),,val,0
ATM250221JEG8Y9,2025-02-21,11:39:58,100000187,Meera Rathod,870879681813,84536.95,0.014,1.3,LOW,transaction_amount (+1.58),caller_historical_frequency (+0.26),destination_port_novelty (+0.07),,train,0
ATM250329V6GWVK,2025-03-29,12:33:55,100000139,Meera Pandey,369414829563,10525.96,0.0142,1.3,LOW,nearest_session_before_seconds (+1.12),amount_vs_customer_median (+0.13),destination_ip_novelty (+0.09),,test,0
TXN250112RDW19I,2025-01-12,00:01:59,100000311,Arjun Bose,882255728359,2382.42,0.0138,1.3,LOW,transaction_hour (+2.07),destination_port_novelty (+0.10),destination_ip_novelty (+0.08),ODD_HOUR,train,0
TXN2503141L8F8F,2025-03-14,06:52:21,100000389,Sarthak Pandey,670391327459,13914.41,0.014,1.3,LOW,transaction_hour (+0.58),customer_history_count (+0.47),caller_historical_frequency (+0.31),,test,0
TXN250209LBLM0X,2025-02-09,07:15:28,100000009,Niraj Pandey,261376105495,12753.11,0.0142,1.3,LOW,customer_history_count (+0.41),caller_historical_frequency (+0.18),nearest_session_before_seconds (+0.16),,train,0
TXN250129M9W3NO,2025-01-29,06:37:48,100000078,Priya Malhotra,424469833715,20463.27,0.0142,1.3,LOW,transaction_hour (+1.06),destination_ip_novelty (+0.07),cell_novelty (+0.06),,train,0
ATM25020180PN1W,2025-02-01,09:21:33,100000306,Aditya Pandey,980241501027,70012.67,0.0138,1.3,LOW,transaction_amount (+0.89),receiver_seen_before (+0.08),destination_port_novelty (+0.07),,train,0
TXN250110636DBH,2025-01-10,07:40:18,100000080,Divya Sharma,592664812212,15870.13,0.0136,1.3,LOW,receiver_frequency (+0.29),nearest_call_before_seconds (+0.10),destination_port_novelty (+0.07),,train,0
TXN2503014VZWGC,2025-03-01,15:19:22,100000314,Kaushik Banerjee,619192036476,8253.88,0.0138,1.3,LOW,total_call_duration_30m (+0.89),max_call_duration_30m (+0.63),destination_ip_novelty (+0.07),,val,0
